City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Tokur,RU,2022-12-29 21:47:42,53.1333,132.9,-27.06,100,99,2.8
294,Viradouro,BR,2022-12-29 21:47:42,-20.8731,-48.2969,71.65,88,97,5.82
295,Kiruna,SE,2022-12-29 21:47:42,67.8557,20.2251,16.72,93,75,10.36
296,Shimoda,JP,2022-12-29 21:47:43,34.6667,138.95,45.09,73,66,3.56
297,Bambous Virieux,MU,2022-12-29 21:47:43,-20.3428,57.7575,77.25,78,40,2.3
298,Funadhoo,MV,2022-12-29 21:47:43,6.15,73.2667,81.55,77,58,16.96
299,Coari,BR,2022-12-29 21:47:44,-4.085,-63.1414,76.08,95,69,3.18
300,Sile,TR,2022-12-29 21:47:44,41.1754,29.6133,48.87,76,0,3.44
301,Zdvinsk,RU,2022-12-29 21:47:45,54.7021,78.661,-14.8,100,100,2.62
302,Aklavik,CA,2022-12-29 21:47:45,68.2191,-135.0107,-7.6,71,75,8.05
303,Majene,ID,2022-12-29 21:47:46,-3.5403,118.9707,77.63,81,100,3.33
304,Bonthe,SL,2022-12-29 21:47:46,7.5264,-12.505,78.84,81,97,7.18
305,Yulara,AU,2022-12-29 21:47:46,-25.2406,130.9889,77.23,48,100,18.63
306,Jutai,BR,2022-12-29 21:47:47,-5.1833,-68.9,77.86,92,90,3.11
307,Mandan,US,2022-12-29 21:47:47,46.8267,-100.8896,17.58,78,100,12.66
308,Enkhuizen,NL,2022-12-29 21:47:48,52.7,5.2833,47.03,85,72,5.99
309,Tazmalt,DZ,2022-12-29 21:47:48,36.3868,4.3989,51.62,56,1,3.6
310,Sabang,ID,2022-12-29 21:47:49,5.8933,95.3214,79.39,70,100,10.94
311,Kangalassy,RU,2022-12-29 21:47:49,62.3464,129.9628,-23.87,99,100,5.37
312,Raudeberg,NO,2022-12-29 21:47:49,61.9875,5.1352,43.47,1,100,22.39
313,Timmins,CA,2022-12-29 21:45:53,48.4669,-81.3331,35.42,93,100,8.05
314,Namibe,AO,2022-12-29 21:47:50,-15.1961,12.1522,72.59,77,100,4.54
315,Alpena,US,2022-12-29 21:46:39,45.0617,-83.4327,45.1,91,100,10.36
316,Mar Del Plata,AR,2022-12-29 21:47:50,-38.0023,-57.5575,84.22,28,0,16.11
317,Severnoye,RU,2022-12-29 21:47:51,56.3491,78.3619,-9.51,100,90,4.85
318,Okhotsk,RU,2022-12-29 21:48:51,59.3833,143.3,-7.71,88,58,7.23
319,Coruripe,BR,2022-12-29 21:48:51,-10.1256,-36.1756,77.18,82,36,7.96
320,Pennagaram,IN,2022-12-29 21:48:52,12.1333,77.9,66.0,86,19,2.55
321,Tamandare,BR,2022-12-29 21:48:52,-8.7597,-35.1047,77.97,84,100,7.78
322,Auki,SB,2022-12-29 21:48:53,-8.7676,160.7034,81.39,77,100,3.58
323,Yanam,IN,2022-12-29 21:48:53,16.7333,82.2167,70.45,94,2,2.28
324,Ilulissat,GL,2022-12-29 21:48:54,69.2167,-51.1,14.02,73,75,18.41
325,Morwell,AU,2022-12-29 21:48:54,-38.2333,146.4,66.47,65,41,5.37
326,Arteaga,MX,2022-12-29 21:48:54,18.4667,-102.4167,73.81,42,100,6.53
327,Harper,LR,2022-12-29 21:48:55,4.375,-7.7169,79.2,83,43,7.18
328,Necochea,AR,2022-12-29 21:44:20,-38.5473,-58.7368,73.06,42,2,12.15
329,Dawson Creek,CA,2022-12-29 21:48:55,55.7666,-120.2362,-0.76,85,0,3.44
330,Saldanha,ZA,2022-12-29 21:48:56,-33.0117,17.9442,61.95,68,59,23.09
331,Ixtapa,MX,2022-12-29 21:48:56,20.7,-105.2,80.22,58,55,3.0
332,Jumla,NP,2022-12-29 21:48:56,29.2747,82.1838,35.04,63,8,2.24
333,Alofi,NU,2022-12-29 21:48:57,-19.0595,-169.9187,84.09,79,75,4.61
334,Christchurch,NZ,2022-12-29 21:45:11,-43.5333,172.6333,61.92,63,100,16.11
335,Herat,AF,2022-12-29 21:48:57,34.5,62.0,36.81,65,0,3.65
336,Kununurra,AU,2022-12-29 21:48:57,-15.7667,128.7333,78.78,94,100,5.75
337,Diamantina,BR,2022-12-29 21:48:58,-18.2494,-43.6003,67.15,76,100,2.26
338,Porbandar,IN,2022-12-29 21:48:58,21.6422,69.6093,70.18,80,2,10.02
339,Hwange,ZW,2022-12-29 21:48:59,-18.3693,26.5019,77.16,48,75,1.3
340,Leningradskiy,RU,2022-12-29 21:48:59,69.3833,178.4167,-18.02,91,100,11.3
341,Acari,PE,2022-12-29 21:48:59,-15.4311,-74.6158,75.13,74,81,7.9
342,Kenora,CA,2022-12-29 21:49:00,49.8167,-94.4337,25.77,100,100,6.91
343,Salinas,US,2022-12-29 21:49:00,36.6777,-121.6555,54.75,83,100,17.27
344,Anadyr,RU,2022-12-29 21:49:01,64.75,177.4833,-19.7,76,0,8.95
345,Padang,ID,2022-12-29 21:49:01,-0.9492,100.3543,71.65,85,100,3.74
346,Kyabe,TD,2022-12-29 21:49:01,9.4515,18.9449,72.52,23,34,5.06
347,Umea,SE,2022-12-29 21:49:02,63.8284,20.2597,31.93,93,100,19.57
348,Kahului,US,2022-12-29 21:49:02,20.8947,-156.47,80.62,67,20,8.05
349,Chabahar,IR,2022-12-29 21:49:03,25.2919,60.643,68.09,44,0,9.4
350,Mahebourg,MU,2022-12-29 21:49:03,-20.4081,57.7,77.29,78,40,2.3
351,Wapi Pathum,TH,2022-12-29 21:49:03,15.8452,103.3768,64.33,74,89,12.44
352,Krasnotorka,UA,2022-12-29 21:49:04,48.682,37.5327,35.64,82,100,11.83
353,Blackwater,AU,2022-12-29 21:49:04,-23.5833,148.8833,77.74,54,54,4.76
354,Pisco,PE,2022-12-29 21:49:05,-13.7,-76.2167,73.45,73,0,19.57
355,Sao Jose Do Rio Pardo,BR,2022-12-29 21:49:06,-21.5956,-46.8886,69.71,91,99,3.18
356,Idaho Falls,US,2022-12-29 21:49:06,43.4666,-112.0341,28.99,83,100,3.44
357,Nsanje,MW,2022-12-29 21:49:06,-16.92,35.262,72.66,97,99,1.61
358,Manta,EC,2022-12-29 21:47:23,-0.95,-80.7333,80.38,69,40,6.91
359,Sitamau,IN,2022-12-29 21:49:07,24.0167,75.35,61.57,32,0,3.67
360,Nabire,ID,2022-12-29 21:49:07,-3.3667,135.4833,76.21,90,99,1.83
361,Takoradi,GH,2022-12-29 21:49:08,4.8845,-1.7554,79.61,82,61,6.98
362,Sao Lourenco Do Sul,BR,2022-12-29 21:49:08,-31.3653,-51.9783,68.31,58,2,11.03
363,Palmer,US,2022-12-29 21:49:08,42.1584,-72.3287,50.41,43,75,5.75
364,Uvinza,TZ,2022-12-29 21:49:09,-5.1036,30.3911,65.19,99,100,1.14
365,Georgetown,MY,2022-12-29 21:49:09,5.4112,100.3354,77.9,84,20,6.91
366,San Andres,CO,2022-12-29 21:49:10,12.5847,-81.7006,84.22,70,20,13.8
367,Staraya Mayna,RU,2022-12-29 21:49:10,54.6,48.95,15.91,99,81,3.78
368,Syriam,MM,2022-12-29 21:50:11,16.7722,96.2378,71.71,94,20,2.3
369,Nianzishan,CN,2022-12-29 21:50:11,47.5167,122.8833,-6.7,91,15,3.69
370,Koumac,NC,2022-12-29 21:50:12,-20.5667,164.2833,81.19,77,38,8.05
371,Labrea,BR,2022-12-29 21:50:13,-7.2586,-64.7981,79.74,82,99,4.38
372,Vanimo,PG,2022-12-29 21:50:14,-2.6741,141.3028,76.48,88,100,4.61
373,Zaprudnya,RU,2022-12-29 21:50:14,56.5667,37.4333,22.57,96,99,4.74
374,Yerbogachen,RU,2022-12-29 21:50:14,61.2767,108.0108,-25.29,97,100,6.33
375,Amahai,ID,2022-12-29 21:50:15,-3.3333,128.9167,79.07,82,100,5.46
376,Dubai,AE,2022-12-29 21:45:47,25.2582,55.3047,66.13,68,0,4.61
377,Huarmey,PE,2022-12-29 21:50:15,-10.0681,-78.1522,73.02,78,100,9.44
378,Basoko,CD,2022-12-29 21:50:16,1.2391,23.616,72.81,61,46,3.85
379,Vardo,NO,2022-12-29 21:50:16,70.3705,31.1107,22.98,86,75,24.16
380,Scarborough,GB,2022-12-29 21:50:16,54.2797,-0.4044,41.67,84,42,8.01
381,Nyurba,RU,2022-12-29 21:50:17,63.2842,118.3319,-22.7,96,99,7.27
382,Tambo,PE,2022-12-29 21:50:18,-14.8,-73.9167,40.05,88,98,9.51
383,Tarko-Sale,RU,2022-12-29 21:50:18,64.9225,77.785,-17.05,99,83,7.56
384,Okha,RU,2022-12-29 21:50:19,53.5739,142.9478,-4.95,95,53,15.75
385,Iquique,CL,2022-12-29 21:50:19,-20.2208,-70.1431,71.64,71,11,7.09
386,Mayumba,GA,2022-12-29 21:50:19,-3.432,10.6554,78.15,90,94,4.32
387,Dauphin,CA,2022-12-29 21:50:20,51.1494,-100.0502,5.14,85,100,13.8
388,Vodnyy,RU,2022-12-29 21:50:20,63.5046,53.4095,-9.06,99,100,4.34
389,Xuddur,SO,2022-12-29 21:50:21,4.1213,43.8894,71.56,55,2,15.79
390,Broken Hill,AU,2022-12-29 21:49:00,-31.95,141.4333,72.99,32,71,17.02
391,Erzin,TR,2022-12-29 21:50:21,36.9559,36.2,50.79,61,1,5.55
392,Ramgarh,IN,2022-12-29 21:50:22,23.6333,85.5167,57.25,37,3,4.29
393,Guerrero Negro,MX,2022-12-29 21:50:22,27.9769,-114.0611,65.73,70,100,11.18
394,Walvis Bay,NA,2022-12-29 21:50:23,-22.9575,14.5053,63.55,77,0,3.44
395,Los Llanos De Aridane,ES,2022-12-29 21:50:23,28.6585,-17.9182,66.13,56,0,8.05
396,Rawson,AR,2022-12-29 21:50:24,-43.3002,-65.1023,65.32,55,100,15.55
397,Deneysville,ZA,2022-12-29 21:50:24,-26.8908,28.0971,61.56,75,69,6.17
398,Shache,CN,2022-12-29 21:50:24,38.4167,77.2406,26.1,43,100,0.43
399,Gari,RU,2022-12-29 21:50:25,59.4307,62.3497,-16.13,100,56,2.06
400,Alice Springs,AU,2022-12-29 21:50:25,-23.7,133.8833,72.95,78,93,5.75
401,Prince Rupert,CA,2022-12-29 21:50:25,54.3161,-130.3201,44.29,75,100,37.98
402,Bratsk,RU,2022-12-29 21:45:45,56.1325,101.6142,1.89,95,91,6.49
403,Garden City,US,2022-12-29 21:48:37,42.3256,-83.331,53.92,78,100,16.11
404,Skibbereen,IE,2022-12-29 21:46:04,51.55,-9.2667,52.11,89,100,29.33
405,Surab,PK,2022-12-29 21:50:26,28.4914,66.2585,35.89,81,5,10.71
406,Taguatinga,BR,2022-12-29 21:50:27,-12.3857,-46.5711,75.63,79,84,2.68
407,Sioux Lookout,CA,2022-12-29 21:50:27,50.1001,-91.917,23.07,100,100,0.0
408,Uyutne,UA,2022-12-29 21:50:27,45.1994,33.3014,46.69,68,100,14.58
409,Linxia,CN,2022-12-29 21:50:28,35.6003,103.2064,18.41,38,0,0.76
410,Muli,MV,2022-12-29 21:50:28,2.9167,73.5667,80.74,74,100,9.42
411,Cap Malheureux,MU,2022-12-29 21:50:28,-19.9842,57.6142,74.46,75,2,6.91
412,Luena,AO,2022-12-29 21:50:29,-11.7833,19.9167,64.06,94,100,2.57
413,Sao Filipe,CV,2022-12-29 21:50:29,14.8961,-24.4956,72.72,67,35,9.8
414,Severo-Yeniseyskiy,RU,2022-12-29 21:51:30,60.3725,93.0408,-18.15,100,99,2.42
415,University Place,US,2022-12-29 21:51:30,47.2356,-122.5504,47.37,92,100,1.01
416,Moranbah,AU,2022-12-29 21:51:30,-22.0016,148.0466,77.0,55,95,0.74
417,Bulgan,MN,2022-12-29 21:51:31,48.8125,103.5347,-0.17,82,27,4.18
418,Camopi,GF,2022-12-29 21:51:31,3.1655,-52.3158,72.27,91,98,2.01
419,Ndioum,SN,2022-12-29 21:51:32,16.5129,-14.6471,73.63,51,82,0.47
420,Ust-Kut,RU,2022-12-29 21:51:32,56.7938,105.7672,5.77,93,100,8.21
421,Ponta Delgada,PT,2022-12-29 21:51:32,37.7333,-25.6667,63.32,82,75,17.27
422,Port Blair,IN,2022-12-29 21:51:33,11.6667,92.75,71.64,94,40,2.3
423,Rovaniemi,FI,2022-12-29 21:51:33,66.5,25.7167,18.81,93,100,17.27
424,Ukiah,US,2022-12-29 21:51:33,39.1502,-123.2078,52.11,92,100,0.0
425,Grootfontein,NA,2022-12-29 21:51:34,-19.5667,18.1167,69.37,83,57,2.3
426,Jaru,BR,2022-12-29 21:51:34,-10.4389,-62.4664,73.98,97,94,2.84
427,Watertown,US,2022-12-29 21:51:35,42.3709,-71.1828,46.74,61,38,7.87
428,Diego De Almagro,CL,2022-12-29 21:51:35,-26.3667,-70.05,76.3,26,0,11.34
429,Mims,US,2022-12-29 21:51:35,28.6653,-80.8448,75.49,61,0,10.36
430,Richards Bay,ZA,2022-12-29 21:51:36,-28.783,32.0377,70.12,94,100,18.32
431,Pangnirtung,CA,2022-12-29 21:51:36,66.1451,-65.7125,-4.0,84,100,12.66
432,Port Hedland,AU,2022-12-29 21:47:40,-20.3167,118.5667,80.65,50,98,8.05
433,Bose,IT,2022-12-29 21:51:37,45.4612,8.0137,41.2,77,100,2.77
434,Bogorodskoye,RU,2022-12-29 21:51:37,56.55,37.8833,22.59,95,100,4.52
435,Anloga,GH,2022-12-29 21:51:37,5.7947,0.8973,80.19,78,100,6.69
436,Kavieng,PG,2022-12-29 21:51:38,-2.5744,150.7967,79.88,80,100,9.08
437,Namie,JP,2022-12-29 21:51:38,37.4833,141.0,36.72,78,7,4.63
438,Corinto,GR,2022-12-29 21:51:39,37.9407,22.9573,50.9,81,62,2.59
439,Touros,BR,2022-12-29 21:51:39,-5.1989,-35.4608,79.48,78,5,12.71
440,Miri,MY,2022-12-29 21:51:40,4.4148,114.0089,77.16,94,40,4.61
441,Skjervoy,NO,2022-12-29 21:51:40,70.0311,20.9714,28.4,61,100,30.44
442,Hambantota,LK,2022-12-29 21:51:40,6.1241,81.1185,71.94,100,20,4.61
443,Foix,FR,2022-12-29 21:51:41,42.8333,1.5833,48.51,83,100,3.94
444,High Level,CA,2022-12-29 21:51:41,58.5169,-117.136,5.11,92,40,5.75
445,Leshukonskoye,RU,2022-12-29 21:51:41,64.8989,45.7622,7.21,97,100,4.59
446,Khorixas,NA,2022-12-29 21:51:42,-20.3667,14.9667,75.52,42,83,5.59
447,Port Hawkesbury,CA,2022-12-29 21:51:42,45.6169,-61.3485,29.79,81,100,3.44
448,Ghanzi,BW,2022-12-29 21:51:43,-21.5667,21.7833,77.18,49,94,9.98
449,Roseburg,US,2022-12-29 21:51:43,43.2165,-123.3417,50.11,76,100,0.0
450,Muswellbrook,AU,2022-12-29 21:51:43,-32.2667,150.9,77.32,63,98,6.04
451,Green River,US,2022-12-29 21:46:46,41.5286,-109.4662,22.69,83,7,12.19
452,Puri,IN,2022-12-29 21:51:44,19.8,85.85,64.92,79,2,6.08
453,Abha,SA,2022-12-29 21:51:44,18.2164,42.5053,53.42,82,20,0.0
454,Aksarka,RU,2022-12-29 21:51:45,66.5606,67.7975,-20.09,100,97,2.84
455,Mehran,IR,2022-12-29 21:51:45,33.1222,46.1646,51.69,57,0,5.57
456,Castellammare Del Golfo,IT,2022-12-29 21:52:46,38.0188,12.8858,57.22,77,100,7.92
457,Srednekolymsk,RU,2022-12-29 21:52:46,67.45,153.6833,-41.37,100,85,3.18
458,Kimberley,ZA,2022-12-29 21:52:47,-28.7323,24.7623,66.51,59,14,19.01
459,Boa Vista,BR,2022-12-29 21:52:47,2.8197,-60.6733,82.38,65,20,6.91
460,Mehamn,NO,2022-12-29 21:52:48,71.0357,27.8492,22.95,80,100,40.29
461,Novi Iskar,BG,2022-12-29 21:52:48,42.8,23.35,41.83,87,100,0.0
462,Price,US,2022-12-29 21:52:48,39.5994,-110.8107,31.26,59,0,6.91
463,Saint-Philippe,RE,2022-12-29 21:52:49,-21.3585,55.7679,74.79,82,27,5.84
464,Ornskoldsvik,SE,2022-12-29 21:52:49,63.2909,18.7153,32.95,100,100,18.41
465,Kruisfontein,ZA,2022-12-29 21:52:50,-34.0033,24.7314,56.88,64,100,3.71
466,Aleksandrov Gay,RU,2022-12-29 21:52:50,50.147,48.5704,28.29,86,98,8.86
467,Silay,PH,2022-12-29 21:52:51,10.798,122.9757,76.59,88,85,4.34
468,Kailua,US,2022-12-29 21:52:51,21.4022,-157.7394,82.08,56,75,6.91
469,Raga,SS,2022-12-29 21:52:51,8.4596,25.678,68.31,29,3,4.9
470,Saint Anthony,US,2022-12-29 21:52:52,45.0205,-93.218,37.29,83,100,6.91
471,Novobirilyussy,RU,2022-12-29 21:52:52,56.9514,90.6661,-15.09,100,93,1.52
472,Prabumulih,ID,2022-12-29 21:52:53,-3.45,104.25,72.27,98,100,2.75
473,Whitianga,NZ,2022-12-29 21:51:13,-36.8333,175.7,73.45,58,8,5.28
474,Svobodnyy,RU,2022-12-29 21:52:54,51.4,128.1333,-20.81,100,84,3.78
475,Yeniseysk,RU,2022-12-29 21:52:54,58.4497,92.1703,-23.39,100,98,0.76
476,Taft,IR,2022-12-29 21:52:54,31.7471,54.2088,31.95,87,0,0.0
477,Quatre Cocos,MU,2022-12-29 21:52:55,-20.2078,57.7625,77.11,75,7,4.14
478,Vila Franca Do Campo,PT,2022-12-29 21:52:55,37.7167,-25.4333,63.01,88,100,16.84
479,Hokitika,NZ,2022-12-29 21:52:55,-42.7167,170.9667,66.31,67,100,4.18
480,Cairns,AU,2022-12-29 21:52:56,-16.9167,145.7667,77.11,89,75,4.61
481,Huron,US,2022-12-29 21:52:56,41.1501,-82.5499,54.86,89,98,18.07
482,Spiez,CH,2022-12-29 21:52:57,46.6847,7.6911,45.39,93,100,3.0
483,Estevan,CA,2022-12-29 21:52:57,49.1334,-102.9842,16.14,85,100,8.05
484,Gizo,SB,2022-12-29 21:52:57,-8.103,156.8419,82.62,69,93,6.71
485,Luanda,AO,2022-12-29 21:52:36,-8.8368,13.2343,78.8,83,75,9.22
486,Marquette,US,2022-12-29 21:52:58,46.5333,-87.6335,38.82,86,100,6.15
487,Shepsi,RU,2022-12-29 21:52:58,44.0361,39.1489,42.98,63,87,8.84
488,Balikpapan,ID,2022-12-29 21:52:59,-1.2675,116.8289,77.99,89,20,2.3
489,Moncton,CA,2022-12-29 21:52:59,46.1159,-64.8019,28.06,86,100,4.61
490,Mouila,GA,2022-12-29 21:52:59,-1.8685,11.0559,74.44,97,99,0.49
491,Antsohihy,MG,2022-12-29 21:53:00,-14.8796,47.9875,74.66,89,31,2.1
492,Fort Dodge,US,2022-12-29 21:53:00,42.4975,-94.168,40.98,87,100,5.75
493,Bathsheba,BB,2022-12-29 21:53:01,13.2167,-59.5167,77.61,88,75,17.27
494,Bubaque,GW,2022-12-29 21:53:01,11.2833,-15.8333,78.82,75,100,17.09
495,Sungairaya,ID,2022-12-29 21:53:01,0.7,108.9,76.84,79,88,9.55
496,Livramento,BR,2022-12-29 21:53:02,-3.0254,-60.1803,84.87,69,20,5.75
497,Ahome,MX,2022-12-29 21:54:02,25.9167,-109.1833,71.98,53,99,8.61
498,Locharbriggs,GB,2022-12-29 21:54:03,55.1034,-3.5844,38.64,87,90,6.67
499,Aguimes,ES,2022-12-29 21:54:03,27.9054,-15.4461,66.83,70,0,4.0
500,Ahipara,NZ,2022-12-29 21:54:04,-35.1667,173.1667,72.09,65,2,7.78
501,Biskamzha,RU,2022-12-29 21:54:04,53.4497,89.5272,10.9,97,100,1.79
502,Blizhne-Pesochnoye,RU,2022-12-29 21:54:04,55.3456,42.1015,18.3,96,100,2.68
503,Angoche,MZ,2022-12-29 21:54:05,-16.2325,39.9086,78.57,82,100,6.38
504,Chimore,BO,2022-12-29 21:54:05,-16.9833,-65.1333,77.63,79,100,0.96
505,Coihaique,CL,2022-12-29 21:54:06,-45.5752,-72.0662,65.01,45,40,9.22
506,Poum,NC,2022-12-29 21:54:06,-20.2333,164.0167,80.31,79,30,12.68
507,Broome,US,2022-12-29 21:54:07,42.2506,-75.833,44.02,76,28,1.01
508,Karpathos,GR,2022-12-29 21:54:07,35.507,27.2132,58.96,72,0,3.44
509,Mayo,US,2022-12-29 21:54:08,38.8876,-76.5119,50.0,62,0,4.61
510,Belle Glade,US,2022-12-29 21:53:44,26.6845,-80.6676,76.05,74,55,12.01
511,Stromness,GB,2022-12-29 21:54:08,58.965,-3.296,41.88,75,78,23.0
512,Edd,ER,2022-12-29 21:54:08,13.9297,41.6925,81.01,56,41,18.81
513,Zyryanka,RU,2022-12-29 21:54:09,65.75,150.85,-38.94,100,96,3.76
514,Toowoomba,AU,2022-12-29 21:54:09,-27.55,151.9667,71.31,63,55,15.23
515,Xifeng,CN,2022-12-29 21:54:10,42.7372,124.7222,-0.44,91,5,4.25
516,Dawlatabad,AF,2022-12-29 21:54:10,36.4141,64.9053,39.0,80,2,5.06
517,Idrinskoye,RU,2022-12-29 21:54:11,54.3708,92.1358,-9.22,99,54,3.53
518,Kidal,ML,2022-12-29 21:54:11,18.4411,1.4078,67.6,17,100,12.88
519,Nanchang,CN,2022-12-29 21:54:12,28.6833,115.8833,41.67,71,100,4.52
520,Linjiang,CN,2022-12-29 21:54:12,41.8069,126.9078,-3.91,99,47,1.21
521,Haines Junction,CA,2022-12-29 21:54:12,60.7522,-137.5108,-2.25,84,100,0.0
522,Najran,SA,2022-12-29 21:49:42,17.4924,44.1277,52.45,51,16,4.74
523,Capilla De Guadalupe,MX,2022-12-29 21:54:13,20.8333,-102.5833,66.43,19,50,11.59
524,Bilibino,RU,2022-12-29 21:54:13,68.0546,166.4372,-31.29,99,87,2.71
525,Moate,IE,2022-12-29 21:54:14,53.55,-7.7167,42.53,93,100,19.33
526,Kaeo,NZ,2022-12-29 21:54:14,-35.1,173.7833,79.32,64,5,1.03
527,Callaway,US,2022-12-29 21:52:31,30.153,-85.5699,73.45,58,0,11.5
528,Pagudpud,PH,2022-12-29 21:54:15,18.5616,120.7868,72.18,89,89,17.83
529,Miyako,JP,2022-12-29 21:54:15,39.6367,141.9525,31.19,70,62,4.41
530,Sarakhs,IR,2022-12-29 21:54:15,36.5449,61.1577,43.07,69,0,4.85
531,Deblin,PL,2022-12-29 21:54:16,51.5591,21.8483,46.58,39,98,11.23
532,Harrisonville,US,2022-12-29 21:54:16,38.6533,-94.3488,67.78,28,0,16.11
533,Mercedes,AR,2022-12-29 21:53:07,-34.6515,-59.4307,90.86,16,3,4.56
534,Areia Branca,BR,2022-12-29 21:54:17,-4.9561,-37.1369,84.4,76,57,18.05
535,Belyy Yar,RU,2022-12-29 21:54:17,53.6039,91.3903,3.09,84,100,4.47
536,Sangod,IN,2022-12-29 21:54:18,24.9167,76.2833,61.3,32,0,2.66
537,Arman,RU,2022-12-29 21:54:18,59.7,150.1667,-11.99,83,3,8.84
538,Teacapan,MX,2022-12-29 21:54:19,22.55,-105.75,77.54,46,74,9.37
539,Nilopolis,BR,2022-12-29 21:54:19,-22.8075,-43.4139,76.95,88,100,8.05
540,Imeni Babushkina,RU,2022-12-29 21:54:19,59.7573,43.1285,-2.34,100,93,1.72
541,Pacific Grove,US,2022-12-29 21:54:20,36.6177,-121.9166,53.42,94,100,5.99
542,Berbera,SO,2022-12-29 21:54:20,10.4396,45.0143,75.67,77,15,5.14
543,Shar,KZ,2022-12-29 21:54:21,49.5886,81.0453,19.45,96,100,6.44
544,Tuy Hoa,VN,2022-12-29 21:54:21,13.0833,109.3,70.56,91,100,17.92
545,Atasu,KZ,2022-12-29 21:55:22,48.6814,71.6433,7.92,99,100,4.61
546,Road Town,VG,2022-12-29 21:55:23,18.4167,-64.6167,80.64,78,40,10.36
547,Okato,NZ,2022-12-29 21:55:23,-39.2,173.8833,68.86,65,3,12.21
548,Laguna,US,2022-12-29 21:55:24,38.421,-121.4238,53.76,88,100,21.85
549,Tsumeb,NA,2022-12-29 21:55:24,-19.2333,17.7167,69.96,70,68,9.98
550,Khandyga,RU,2022-12-29 21:55:24,62.6667,135.6,-24.16,100,98,2.55
551,Sirajganj,BD,2022-12-29 21:55:25,24.45,89.7167,62.51,49,7,4.12
552,Annau,TM,2022-12-29 21:55:25,37.8876,58.516,42.3,45,1,6.91
553,Asfi,MA,2022-12-29 21:55:26,32.2994,-9.2372,61.86,56,0,11.48
554,Naryan-Mar,RU,2022-12-29 21:55:26,67.6713,53.087,-0.08,88,100,10.38
555,Edson,CA,2022-12-29 21:53:31,53.5835,-116.4356,17.74,93,0,2.3
556,Medvedevo,RU,2022-12-29 21:55:27,56.6339,47.804,7.59,98,95,3.94
557,Bilecik,TR,2022-12-29 21:55:27,40.0,30.1667,38.28,79,0,7.87
558,Coahuayana,MX,2022-12-29 21:55:27,18.7333,-103.6833,83.82,44,80,6.15
559,Inyonga,TZ,2022-12-29 21:55:28,-6.7167,32.0667,64.04,95,100,3.11
560,Mhlume,SZ,2022-12-29 21:55:28,-26.0333,31.85,68.76,96,100,9.33
561,Pundaguitan,PH,2022-12-29 21:55:29,6.3711,126.1689,79.84,80,95,5.59
562,Camana,PE,2022-12-29 21:55:29,-16.6228,-72.7111,71.06,82,70,5.39
563,Akureyri,IS,2022-12-29 21:55:29,65.6835,-18.0878,17.53,86,75,6.91
564,Aspindza,GE,2022-12-29 21:55:30,41.5739,43.2483,25.5,71,12,4.61
565,Mormugao,IN,2022-12-29 21:55:30,15.4,73.8,76.19,63,4,5.32
