City_ID,City,Country,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind_Speed,Current_Description
603,Guarapari,BR,-20.6667,-40.4975,75.88,94,100,5.57,overcast clouds
604,Talnakh,RU,69.4865,88.3972,-20.16,95,37,6.76,scattered clouds
605,Morondava,MG,-20.2833,44.2833,83.95,69,99,2.8,overcast clouds
606,Bocas Del Toro,PA,9.3333,-82.25,77.77,79,60,5.26,light rain
607,Isla Vista,US,34.4133,-119.861,57.0,89,100,3.44,mist
608,Lucera,IT,41.5082,15.3351,46.49,87,0,4.61,clear sky
609,Sungaipenuh,ID,-2.0833,101.3833,71.96,81,95,5.66,overcast clouds
610,Norrtalje,SE,59.758,18.705,41.43,83,100,10.92,overcast clouds
611,Hit,IQ,33.6416,42.8251,55.81,61,0,2.17,clear sky
612,Norman Wells,CA,65.282,-126.8329,-21.96,76,20,3.44,few clouds
613,Yarmouth,US,41.7057,-70.2286,44.74,85,0,8.05,clear sky
614,Ketchikan,US,55.3422,-131.6461,44.58,87,100,9.22,light rain
615,Lysyye Gory,RU,51.5506,44.8414,28.42,97,100,8.97,light snow
616,Gondanglegi,ID,-7.7479,112.0132,80.08,83,100,11.88,overcast clouds
617,Porto De Moz,BR,-1.7483,-52.2383,72.86,99,100,2.35,overcast clouds
618,Makhachkala,RU,42.9764,47.5024,41.02,58,100,6.8,overcast clouds
619,Kushmurun,KZ,52.4503,64.6311,13.82,95,96,5.61,overcast clouds
620,Vostok,RU,46.4856,135.8833,-1.16,97,76,2.68,broken clouds
621,Maputo,MZ,-25.9653,32.5892,67.68,88,100,16.11,light rain
622,Amahai,ID,-3.3333,128.9167,84.04,69,100,9.06,heavy intensity rain
623,Tombouctou,ML,20.0,-3.0,64.08,24,100,10.65,overcast clouds
624,Bakel,SN,14.905,-12.4568,79.3,32,100,15.73,overcast clouds
625,Kostek,RU,43.3439,46.8541,38.68,52,38,5.39,scattered clouds
626,Owando,CG,-0.4819,15.8999,74.39,59,97,2.37,overcast clouds
627,San Luis,AR,-33.295,-66.3356,70.97,30,2,10.83,clear sky
628,Paracatu,BR,-17.2222,-46.8747,66.85,96,100,0.69,overcast clouds
629,Erdenet,MN,49.0333,104.0833,4.96,87,18,2.46,few clouds
630,Novo Cruzeiro,BR,-17.4681,-41.8753,63.52,98,100,1.16,overcast clouds
631,Berdigestyakh,RU,62.0989,126.6992,-19.1,98,100,5.21,overcast clouds
632,Sulangan,PH,11.1373,123.7228,82.31,77,57,4.5,broken clouds
633,Boa Vista,BR,2.8197,-60.6733,76.98,83,0,11.5,clear sky
634,Mahanoro,MG,-19.9,48.8,83.3,58,81,5.55,broken clouds
635,Catuday,PH,16.2923,119.8062,80.78,68,100,14.03,overcast clouds
636,Jackson,US,42.4165,-122.8345,49.24,85,100,9.22,moderate rain
637,Chak Jhumra,PK,31.5678,73.1835,64.76,43,0,8.72,clear sky
638,Biryusinsk,RU,55.9634,97.8235,3.88,91,100,2.39,overcast clouds
639,Moshi,TZ,-3.35,37.3333,79.18,57,100,3.04,overcast clouds
640,Alice Springs,AU,-23.7,133.8833,92.75,40,75,16.11,broken clouds
641,Olafsvik,IS,64.8945,-23.7142,22.57,53,100,10.85,overcast clouds
642,La Ronge,CA,55.1001,-105.2842,-1.95,71,75,2.3,light snow
643,Prudentopolis,BR,-25.2131,-50.9778,55.96,91,1,3.56,clear sky
644,Ulagan,RU,50.6321,87.9563,22.82,89,100,1.19,overcast clouds
645,Ayan,RU,56.45,138.1667,0.61,82,76,5.73,broken clouds
646,Serra Branca,BR,-6.5333,-38.2667,74.86,72,6,4.47,clear sky
647,Masunga,BW,-20.6246,27.4488,84.52,27,11,15.57,few clouds
648,San Policarpo,PH,12.1791,125.5072,81.45,82,100,6.67,overcast clouds
649,Tagusao,PH,9.1924,117.8141,81.9,74,100,10.65,overcast clouds
650,Urubicha,BO,-15.3833,-62.95,69.33,99,100,1.21,overcast clouds
651,Biskamzha,RU,53.4497,89.5272,16.03,90,100,2.48,overcast clouds
652,Collipulli,CL,-37.95,-72.4333,50.49,93,12,5.39,few clouds
653,Asau,RO,46.4333,26.4,27.52,81,17,6.55,few clouds
654,Jeremie,HT,18.65,-74.1167,74.39,77,0,2.91,clear sky
655,San Ramon,US,37.7799,-121.978,55.85,95,100,12.66,overcast clouds
656,Chumikan,RU,54.7183,135.315,1.06,78,100,21.03,overcast clouds
657,Neyshabur,IR,36.2133,58.7958,40.84,42,0,1.83,clear sky
658,College,US,64.8569,-147.8028,-2.92,81,75,0.0,broken clouds
659,Hobyo,SO,5.3505,48.5268,81.93,62,7,18.16,clear sky
660,Chekalin,RU,54.0969,36.245,32.63,99,100,8.14,light snow
661,Innisfail,AU,-17.5333,146.0333,80.85,74,100,6.85,overcast clouds
662,Mon,IN,26.75,95.1,66.83,47,14,3.91,few clouds
663,Myaundzha,RU,63.0494,147.1858,-21.08,93,100,1.72,overcast clouds
664,Ascension,US,30.2169,-90.9001,67.01,95,72,9.55,broken clouds
665,Yuli,NG,9.6989,10.2744,62.73,28,4,9.19,clear sky
666,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.4,45,0,2.8,clear sky
667,Krasnoselkup,RU,65.7,82.4667,-13.04,97,21,8.57,few clouds
668,Cozumel,MX,20.5083,-86.9458,75.27,94,40,0.0,scattered clouds
669,Griffith,US,41.5284,-87.4237,56.1,94,100,14.97,overcast clouds
670,Hearst,CA,49.6835,-83.6665,34.05,100,100,6.11,overcast clouds
671,El Negrito,HN,15.3167,-87.7,69.66,97,74,2.51,broken clouds
672,Garissa,KE,-0.4536,39.6401,84.11,51,82,11.43,broken clouds
673,Svetlogorsk,BY,52.6333,29.7333,34.68,99,100,7.58,overcast clouds
674,Magadan,RU,59.5667,150.8,-18.47,77,6,9.55,clear sky
675,Meiganga,CM,6.5167,14.3,67.57,30,100,7.23,overcast clouds
676,Venado Tuerto,AR,-33.7456,-61.9688,65.37,42,0,8.52,clear sky
677,Grand Gaube,MU,-20.0064,57.6608,84.6,57,6,7.0,clear sky
678,Tecoanapa,MX,16.5167,-98.75,73.74,73,100,4.16,overcast clouds
679,Ashland,US,40.8167,-82.2665,55.94,88,100,13.4,overcast clouds
680,Kandrian,PG,-6.2167,149.55,81.23,76,100,5.06,overcast clouds
681,Hovd,MN,48.0056,91.6419,5.41,82,99,2.19,overcast clouds
682,Kifri,IQ,34.6959,44.9661,54.86,48,0,2.26,clear sky
683,Batemans Bay,AU,-35.7167,150.1833,67.1,69,22,9.91,light rain
684,Okulovka,RU,58.4008,33.2908,28.65,96,100,7.4,snow
685,Mantua,IT,45.1667,10.7833,46.09,91,100,3.0,moderate rain
686,Tura,IN,25.5198,90.2201,70.9,34,3,4.12,clear sky
687,Honningsvag,NO,70.9821,25.9704,26.35,74,100,24.16,overcast clouds
688,Freeport,US,40.6576,-73.5832,44.96,78,100,3.44,overcast clouds
689,Yining,CN,29.0361,114.5636,49.78,45,1,2.8,clear sky
690,Port Victoria,KE,0.0939,33.9756,74.75,53,69,2.75,broken clouds
691,Denpasar,ID,-8.65,115.2167,87.46,70,40,5.75,moderate rain
692,Tolga,DZ,34.7222,5.3785,49.01,47,0,6.51,clear sky
693,Lakatoro,VU,-16.0999,167.4164,80.83,82,98,18.39,overcast clouds
694,Izacic,BA,44.875,15.7819,49.26,87,97,6.13,overcast clouds
695,Kurilsk,RU,45.2333,147.8833,25.3,68,99,14.56,overcast clouds
696,Nagutskoye,RU,44.4415,42.8762,26.82,43,60,2.77,broken clouds
697,Aban,RU,56.67,96.06,-2.43,98,92,2.55,overcast clouds
698,Tezu,IN,27.9167,96.1667,73.54,28,6,2.66,clear sky
